login; location; followers; contributions; stars; contributionsStreak; contributionsCurrentStreak
fernandoPalaciosGit;palma de mallorca;2;386;1;23;0
miquelmassot;Palma de Mallorca;7;254;11;5;0
kevohagan;Palma de Mallorca, Spain;31;229;53;4;0
plnegre;Palma de Mallorca (Spain);3;201;0;4;0
kesar;Palma de Mallorca, Spain;17;136;18;13;0
moritz-wundke;Palma de Mallorca (Spain);7;133;4;8;0
jmservera;Palma de Mallorca;3;70;0;5;0
playmono;Palma de Mallorca;1;68;3;4;0
bercab;Palma de Mallorca;4;67;2;3;0
asabater;Palma de Mallorca, Spain;1;66;2;8;0
tondy67;Palma de Mallorca;1;63;3;4;0
Goteo;Palma de Mallorca;42;63;144;6;0
aganglada;Palma de Mallorca;6;54;1;3;0
mvallespir;Llubi, Islas Baleares;1;50;0;3;0
gabrielperezs;Palma de Mallorca;2;49;3;3;0
jrgcubano;Palma de Mallorca, Spain;15;31;35;2;0
emiliotorrens;Palma de Mallorca;7;27;15;2;0
moein;Palma de Mallorca;4;25;2;2;0
porketero;Illes Balears, Spain;2;23;2;2;0
danielzzz;palma de mallorca, spain;9;13;40;2;0
emiliofidalgo;Palma de Mallorca;1;8;0;2;0
nocovi;Palma de Mallorca;1;6;0;1;0
incaib;Mallorca, Inca Islas Baleares España;1;3;1;1;0
NicanorBurcio;Palma de Mallorca;2;3;0;1;0
AKIRAWR;Palma de Mallorca;1;2;2;1;0
rperello;Palma de Mallorca;1;2;13;1;0
abarriga;Palma de Mallorca;9;1;1;1;0
cpalosrejano;Palma de Mallorca, Spain;3;1;0;1;0
Howarto;Ibiza, Islas Baleares, España;2;1;0;1;0
wielinde;Palma de Mallorca, Spain;23;1;3;1;0
xescpereta;palma de mallorca;3;1;2;1;0
